Response ID,Time Started,Date Submitted,Status,Contact ID,Legacy Comments,Comments,Language,Referer,SessionID,User Agent,Tags,IP Address,Longitude,Latitude,Country,City,State/Region,Postal,"On November 7, all 100 seats in the Virginia House of Delegates and all 40 seats in the Virginia Senate will be up for election. Do you plan to vote in the November general election?",How do you plan to vote in the general election?,"If the November 7 general election for the Virginia General Assembly were held today, which Party’s candidate would you most likely support?",Do you approve or disapprove of Governor Glenn Youngkin’s job performance?,Do you approve or disapprove of President Joe Biden’s job performance?,"Microschools, sometimes referred to as learning pods, is the reimagining of the one-room schoolhouse, where class sizes are usually fewer than 15 students of varying ages, and the schedule and curriculum are tailored to fit each individual class. Would you support or oppose micro-schools in your area?","School choice allows parents to use tax dollars designated for their child’s education to send their child to the public, private, or micro-school that they believe is best for their child. Do you support or oppose school choice?","Do you believe parents should have access to as many quality school options, such as public, private, charter, and hybrid-school models, for their child?","Recently, schools have been accused of excluding parents from their child’s education. Do you agree that parents should have a significant influence on their children’s education, or should they defer to teachers and administrators?","According to a 2014 study, a school choice program centered on tax credits found that students who didn’t utilize the choice options and remained in public schools suffered no adverse effects, and evidence suggests these students actually benefited from this program. Does knowing this make you more or less likely to support school choice?","Property taxes determine the bulk of local school district funding, meaning that areas with lower property values receive less local funding for their schools than more affluent districts. Knowing that a child’s residence determines the public school they are assigned to, are you more or less likely to support school choice?","According to a study, school choice improves residential home values. Does knowing this make you more or less likely to support school choice?",Statewide studies have shown that increased school choice options have positively affected test scores in reading and math. Does knowing this make you more or less likely to support school choice?,Are you more or less likely to support your state delegate or state senator if they voted for school choice?,"Education Savings Accounts are taxpayer funds allocated for a student’s education and can be used for any education-related expenses – including online homeschool programs, private school tuition, tutoring, and school supplies. Do you support or oppose Education Savings Accounts?",School voucher programs assist low-income families by allowing for public education funds to pay for a child’s tuition at a school of their choice. Do you support school voucher programs?,"Intra-district school choice allows families to choose any school in their district, whereas inter-district school choice allows families to choose from any school in a defined region or statewide. Would you support either of these options?","Do you personally identify with this statement: “I used to have doubts about school choice, but I am more open to the idea of creating an option for kids who are struggling.”",Do you think Virginia has enough school choice options for families working to educate their children?,Do you agree or disagree with the following statement: “School choice is a partisan issue.”,"Virginia Republicans have proposed a plan that would allow for abortions until 15 weeks of pregnancy. After 15 weeks, abortions would still be allowed in cases of rape, incest, and the life of the mother. Do you support this plan?",Do you support building a casino in Richmond?,What ideology is most in line with your views?,What is the highest level of education you have completed so far?,What is your age?,Are you male or female?,What is your Race?,What Party do you most align with?,Completion Code
325,10/7/23 14:58,10/7/23 14:58,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=xbfq,1696708445_6521b75d341136.69626103,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,108.18.248.16,-77.25219727,38.89210129,United States,Vienna,VA,22180,I already voted,Vote early by mail,Democrat,Disapprove,Approve,Unsure,Oppose,Yes,Unsure,Makes no difference,Less likely,Less likely,Makes no difference,Makes no difference,Support,Yes,"Yes, I just support intra-district school choice",Yes,"No, families should have more choices",Agree,Oppose,Unsure,Liberal,Graduate degree or higher,18 – 34,Male,White,Democrat,xbfq
326,10/7/23 14:58,10/7/23 14:58,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=nzko,1696707910_6521b546dae532.04704561,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,74.110.123.193,-76.17970276,36.7969017,United States,Virginia Beach,VA,23464,Yes,Vote on Election Day,Democrat,Disapprove,Disapprove,Oppose,Support,Yes,Parents should have a significant influence,More likely,More likely,More likely,More likely,More likely,Support,Yes,"Yes, I support both",Yes,"Yes, there are enough choices already",Agree,Support,Yes,Moderate,College,55 – 64,Female,White,Democrat,nzko
327,10/7/23 14:58,10/7/23 14:58,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=aqdg,1696708341_6521b6f5d3eee7.89332260,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Mobile Safari/537.36",,172.59.113.114,-97.8219986,37.75099945,United States,,,,I already voted,,Democrat,Disapprove,Approve,Unsure,Oppose,Yes,Parents should have a significant influence,More likely,More likely,Less likely,More likely,More likely,Unsure,Yes,"Yes, I support both",Yes,"No, families should have more choices",Agree,Oppose,Yes,Conservative,High School,65 or older,Male,African American,Democrat,aqdg
328,10/7/23 14:59,10/7/23 14:59,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=kpyz,1696708019_6521b5b3b09581.65094935,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,174.193.85.168,-97.8219986,37.75099945,United States,,,,Yes,Undecided,Republican,Disapprove,Disapprove,Oppose,Oppose,No,Parents should have a significant influence,Less likely,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Oppose,No,"No, I oppose both school choice options",Yes,"Yes, there are enough choices already",Unsure,Oppose,Yes,Moderate,High School,65 or older,Female,White,Republican,kpyz
329,10/7/23 15:00,10/7/23 15:00,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=cfod,1696708462_6521b76e110dd8.32819155,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,98.183.254.47,-76.5440979,37.41490173,United States,Gloucester,VA,23061,Yes,Vote early in person,Republican,Approve,Disapprove,Unsure,Unsure,Yes,Parents should have a significant influence,Makes no difference,Less likely,Less likely,Less likely,Less likely,Unsure,Unsure,Unsure,Yes,"No, families should have more choices",Disagree,Oppose,No,Moderate,High School,65 or older,Female,White,Republican,cfod
330,10/7/23 15:17,10/7/23 15:17,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=aexx,1696708511_6521b79f636173.89695220,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0.1 Mobile/15E148 Safari/604.1",,73.171.31.166,-77.46019745,37.55369949,United States,Richmond,VA,23220,Yes,Vote on Election Day,Democrat,Disapprove,Approve,Oppose,Oppose,No,Parents should defer to teachers and administrators,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Less likely,Unsure,No,"No, I oppose both school choice options",No,"Yes, there are enough choices already",Agree,Oppose,No,Liberal,Graduate degree or higher,35 – 44,Female,White,Democrat,aexx
331,10/7/23 15:03,10/7/23 15:03,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=ffxq,1696708790_6521b8b66ca402.55510131,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,96.228.63.164,-77.52089691,37.58050156,United States,Richmond,VA,23226,Yes,Vote on Election Day,Democrat,Disapprove,Approve,Support,Support,Yes,Unsure,More likely,More likely,More likely,More likely,More likely,Support,Yes,"Yes, I support both",Yes,"No, families should have more choices",Unsure,Oppose,No,Liberal,College,55 – 64,Female,White,Democrat,ffxq
332,10/7/23 15:04,10/7/23 15:04,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=sbqe,1696708791_6521b8b754aff1.03903294,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,73.251.62.73,-77.4838028,37.56349945,United States,Richmond,VA,23221,Yes,Vote early by mail,Democrat,Disapprove,Approve,Oppose,Oppose,Yes,Parents should defer to teachers and administrators,Makes no difference,Less likely,Less likely,Makes no difference,Less likely,Support,No,"Yes, I support both",No,"No, families should have more choices",Agree,Support,No,Moderate,Graduate degree or higher,65 or older,Female,African American,Democrat,sbqe
333,10/7/23 17:49,10/7/23 17:49,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=apia,1696708886_6521b9163990e7.11930605,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0.1 Mobile/15E148 Safari/604.1",,73.31.95.28,-77.46019745,37.55369949,United States,Richmond,VA,23220,Yes,Vote early in person,Democrat,Disapprove,Approve,Unsure,Oppose,Yes,Parents should defer to teachers and administrators,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Unsure,Unsure,"Yes, I just support intra-district school choice",No,"Yes, there are enough choices already",Agree,Oppose,Yes,Liberal,Graduate degree or higher,45 – 54,Female,White,Independent,apia
334,10/7/23 15:06,10/7/23 15:06,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=lhdw,1696708860_6521b8fc42ece6.52750662,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,65.155.82.202,-116.3410034,43.63420105,United States,Boise,ID,83713,No,Vote early by mail,Democrat,Disapprove,Approve,Support,Oppose,No,Parents should have a significant influence,Less likely,Less likely,Less likely,Less likely,Less likely,Support,Yes,"No, I oppose both school choice options",,"No, families should have more choices",Agree,Support,No,Liberal,College,65 or older,Female,White,Democrat,lhdw
335,10/7/23 15:06,10/7/23 15:06,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=sydu,1696708810_6521b8cacd12f6.30481215,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36",,174.203.248.246,-97.8219986,37.75099945,United States,,,,Yes,Vote on Election Day,Republican,Approve,Disapprove,Oppose,Support,Yes,Parents should have a significant influence,Less likely,More likely,More likely,Makes no difference,Makes no difference,Support,Yes,Unsure,No,"No, families should have more choices",Unsure,Support,Yes,Conservative,High School,35 – 44,Male,White,Republican,sydu
336,10/7/23 15:06,10/7/23 15:06,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=fhsr,1696708874_6521b90a1fc979.89533845,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Mobile/15E148 Safari/604.1",,98.97.23.78,-97.8219986,37.75099945,United States,,,,Yes,Vote on Election Day,Republican,Approve,Disapprove,Oppose,Support,Yes,Parents should have a significant influence,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Oppose,No,"Yes, I support both",No,"Yes, there are enough choices already",Disagree,Support,No,Conservative,Graduate degree or higher,55 – 64,Male,Other,Republican,fhsr
337,10/7/23 15:07,10/7/23 15:07,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=htyv,1696709039_6521b9af2c2300.08181369,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_7_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.6 Mobile/15E148 Safari/604.1",,47.134.111.162,-76.63289642,36.97790146,United States,Smithfield,VA,23430,I already voted,I already voted,Republican,Approve,Disapprove,Support,Support,,,,,More likely,,More likely,,,,,,Disagree,Support,No,Conservative,Graduate degree or higher,65 or older,Male,White,Republican,htyv
338,10/7/23 15:08,10/7/23 15:08,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=zebu,1696708837_6521b8e5b279a4.08147190,"Mozilla/5.0 (Linux; Android 13) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/117.0.0.0 Mobile DuckDuckGo/5 Safari/537.36",,71.114.95.99,-77.4917984,38.7492981,United States,Manassas,VA,20110,Yes,Vote early in person,Republican,Approve,Disapprove,Support,Support,Yes,Parents should have a significant influence,More likely,More likely,More likely,More likely,More likely,Support,Yes,"Yes, I just support inter-district school choice",Yes,"No, families should have more choices",Agree,Support,Yes,Conservative,Graduate degree or higher,45 – 54,Male,White,Independent,zebu
339,10/7/23 15:08,10/7/23 15:08,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=twig,1696709006_6521b98e319d27.60763763,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,5.8.98.50,9.192199707,45.47219849,Italy,Milan,9,20126,Yes,Vote early by mail,Democrat,Disapprove,Approve,Unsure,Unsure,Unsure,Parents should defer to teachers and administrators,More likely,More likely,More likely,More likely,Makes no difference,Support,Yes,"Yes, I support both",Yes,Unsure,Unsure,Support,No,Liberal,Graduate degree or higher,65 or older,Female,White,Democrat,twig
340,10/7/23 15:08,10/7/23 15:08,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=vezq,1696707601_6521b41111ebc1.86718157,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5.1 Mobile/15E148 Safari/604.1",,212.30.33.85,35.83330154,33.83330154,Lebanon,,,,Yes,Vote early in person,Republican,Approve,Disapprove,Unsure,Support,Yes,Parents should have a significant influence,More likely,More likely,More likely,More likely,More likely,Unsure,Yes,"Yes, I support both",No,Unsure,Agree,Unsure,Unsure,Conservative,High School,18 – 34,Male,White,Republican,vezq
341,10/7/23 15:08,10/7/23 15:08,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=uppa,1696708753_6521b8915b60e9.87806233,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,173.79.235.123,-77.19950104,38.69599915,United States,Lorton,VA,22079,Yes,Vote on Election Day,Democrat,Disapprove,Approve,Support,Support,Yes,Parents should defer to teachers and administrators,More likely,More likely,More likely,More likely,More likely,Support,Yes,"Yes, I support both",Yes,"No, families should have more choices",Disagree,Oppose,No,Liberal,High School,65 or older,Male,African American,Democrat,uppa
342,10/7/23 15:08,10/7/23 15:08,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=zgoo,1696709024_6521b9a0072612.95473185,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,172.226.12.240,-97.8219986,37.75099945,United States,,,,Yes,Vote early in person,Democrat,Disapprove,Approve,Oppose,Oppose,Yes,Parents should defer to teachers and administrators,Less likely,More likely,Makes no difference,Makes no difference,Less likely,Support,Yes,Unsure,No,"No, families should have more choices",Agree,Unsure,Yes,Moderate,College,45 – 54,Male,White,Independent,zgoo
343,10/8/23 8:59,10/8/23 8:59,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=zgaw,1696709112_6521b9f819bf89.21145915,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,76.100.190.120,-77.3451004,38.64379883,United States,Woodbridge,VA,22193,Yes,Vote on Election Day,Republican,Approve,Disapprove,Unsure,Support,Yes,Parents should have a significant influence,Makes no difference,Makes no difference,More likely,More likely,More likely,Support,Unsure,"Yes, I support both",Yes,"No, families should have more choices",Agree,Support,Yes,Conservative,College,65 or older,Female,White,Republican,zgaw
344,10/7/23 15:11,10/7/23 15:11,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=vtfj,1696709237_6521ba75e7b570.60111445,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,172.56.28.153,-97.8219986,37.75099945,United States,,,,Yes,Vote on Election Day,Republican,Approve,Disapprove,Oppose,Oppose,Yes,Parents should have a significant influence,Less likely,Less likely,More likely,Less likely,More likely,Unsure,Yes,Unsure,Yes,"Yes, there are enough choices already",Agree,Support,No,Moderate,Graduate degree or higher,65 or older,Male,White,Independent,vtfj
345,10/7/23 15:10,10/7/23 15:10,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=weur,1696702575_6521a06fc3ee92.73159401,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,68.238.18.143,-77.42389679,37.57020187,United States,Richmond,VA,23222,Yes,Vote early by mail,Democrat,Approve,Approve,Unsure,Support,Yes,Parents should have a significant influence,Less likely,More likely,More likely,More likely,Makes no difference,Support,Yes,"Yes, I support both",Yes,Unsure,Disagree,Oppose,Yes,Liberal,High School,45 – 54,Male,African American,Democrat,weur
346,10/7/23 15:11,10/7/23 15:11,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=eqmc,1696709240_6521ba78ce1f67.25669047,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,74.110.181.83,-77.39420319,37.5503006,United States,Richmond,VA,23223,I already voted,I already voted,Democrat,Disapprove,Approve,Unsure,Oppose,Yes,Parents should defer to teachers and administrators,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Unsure,Unsure,Unsure,No,Unsure,Unsure,Unsure,Unsure,Moderate,Graduate degree or higher,65 or older,Female,African American,Democrat,eqmc
347,10/7/23 15:11,10/7/23 15:11,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=aqex,1696709186_6521ba42226e17.31090669,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,73.216.89.242,-79.44210052,36.57419968,United States,Danville,VA,24541,Yes,Vote early in person,Republican,Approve,Disapprove,Support,Support,Yes,Parents should have a significant influence,More likely,Makes no difference,Makes no difference,More likely,More likely,Support,Unsure,"Yes, I support both",Yes,"No, families should have more choices",Disagree,Unsure,Unsure,Conservative,Graduate degree or higher,65 or older,Male,Other,Republican,aqex
348,10/7/23 15:12,10/7/23 15:12,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=lbjr,1696705438_6521ab9e995060.70786722,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,173.53.1.119,-77.46019745,37.55369949,United States,Richmond,VA,23220,Yes,Vote on Election Day,Democrat,Disapprove,Approve,Oppose,Oppose,No,Parents should defer to teachers and administrators,Less likely,Less likely,Less likely,Less likely,Less likely,Oppose,No,"No, I oppose both school choice options",No,"Yes, there are enough choices already",Agree,Oppose,No,Liberal,College,35 – 44,Male,White,Democrat,lbjr
349,10/7/23 15:12,10/7/23 15:12,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=bakq,1696707992_6521b598060597.64954373,"Mozilla/5.0 (Linux; Android 13; SAMSUNG SM-G998U) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/22.0 Chrome/111.0.5563.116 Mobile Safari/537.36",,174.206.104.236,-76.5114975,37.11000061,United States,Newport News,VA,23602,Yes,Vote early in person,Democrat,Disapprove,Approve,Unsure,Oppose,Yes,Unsure,Less likely,Makes no difference,Makes no difference,Makes no difference,Less likely,Unsure,Yes,"Yes, I just support intra-district school choice",No,"Yes, there are enough choices already",Disagree,Unsure,Unsure,Moderate,College,65 or older,Male,White,Independent,bakq
350,10/7/23 15:14,10/7/23 15:14,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=xopw,1696709396_6521bb1479dd67.02999532,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Mobile/15E148 Safari/604.1",,172.58.244.169,-73.90809631,40.81420135,United States,Bronx,NY,10455,Yes,Vote on Election Day,Republican,Approve,Disapprove,Unsure,Support,Yes,Parents should have a significant influence,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Unsure,Yes,Unsure,Yes,Unsure,Agree,Support,No,Conservative,College,55 – 64,Female,White,Republican,xopw
351,10/9/23 11:29,10/9/23 11:29,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=dbvp,1696709232_6521ba70a89d79.25059847,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1",,172.58.240.9,-73.90809631,40.81420135,United States,Bronx,NY,10455,Yes,Vote on Election Day,Democrat,,,Support,Support,Yes,Parents should have a significant influence,Makes no difference,Less likely,More likely,More likely,More likely,Support,Yes,"Yes, I support both",Yes,"No, families should have more choices",Unsure,Support,Yes,Moderate,High School,35 – 44,Male,African American,Other,dbvp
352,10/7/23 20:45,10/7/23 20:45,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=jwav,1696709471_6521bb5f203aa8.93686131,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0.1 Mobile/15E148 Safari/604.1",,98.97.22.83,-97.8219986,37.75099945,United States,,,,Yes,Vote on Election Day,Republican,Disapprove,Disapprove,Unsure,Support,Yes,Parents should have a significant influence,More likely,More likely,Makes no difference,More likely,Makes no difference,Oppose,No,"Yes, I support both",Yes,"No, families should have more choices",Unsure,Support,No,Conservative,College,35 – 44,Male,White,Independent,jwav
353,10/7/23 15:22,10/7/23 15:22,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=ofbg,1696709641_6521bc091f2223.16155775,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,172.56.217.37,-97.8219986,37.75099945,United States,,,,Yes,Undecided,Democrat,Approve,Approve,Unsure,Unsure,Unsure,Unsure,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Unsure,Unsure,Unsure,Yes,"No, families should have more choices",Unsure,Unsure,Unsure,Moderate,High School,55 – 64,Male,African American,Democrat,ofbg
354,10/7/23 15:22,10/7/23 15:22,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=aofn,1696709806_6521bcaee0b481.40794948,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",,96.238.186.224,-77.56620026,37.51150131,United States,Richmond,VA,23235,Yes,Vote on Election Day,Democrat,Disapprove,Approve,Support,Unsure,Yes,Parents should have a significant influence,Makes no difference,More likely,Makes no difference,Makes no difference,Makes no difference,Support,No,"No, I oppose both school choice options",Yes,"Yes, there are enough choices already",Disagree,Unsure,Yes,Moderate,College,55 – 64,Male,White,Democrat,aofn
355,10/7/23 20:34,10/7/23 20:34,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=ujyn,1696710057_6521bda9d51764.12982143,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0.1 Mobile/15E148 Safari/604.1",,104.28.79.150,-97.8219986,37.75099945,United States,,,,Yes,Vote on Election Day,Democrat,Disapprove,Approve,Support,Oppose,No,Parents should defer to teachers and administrators,Less likely,More likely,Less likely,More likely,Less likely,Support,No,"No, I oppose both school choice options",Yes,Unsure,Agree,Oppose,No,Moderate,Graduate degree or higher,55 – 64,Female,Hispanic,Democrat,ujyn
